355,3201700010712,GUADALUPE,GUADALUPE,BELLAVISTA
356,3201700010713,GUADALUPE,GUADALUPE,BONATERRA
357,3201700010714,GUADALUPE,GUADALUPE,BONITO PUEBLO
358,3201700010715,GUADALUPE,GUADALUPE,LA BUFA
359,3201700010716,GUADALUPE,GUADALUPE,CALIFORNIA II
360,3201700010717,GUADALUPE,GUADALUPE,CAMILO TORRES
361,3201700010718,GUADALUPE,GUADALUPE,CAMINO REAL
362,3201700010719,GUADALUPE,GUADALUPE,CAMPESINA
363,3201700010720,GUADALUPE,GUADALUPE,CAMPO BRAVO
364,3201700010721,GUADALUPE,GUADALUPE,CAMPO REAL
365,3201700010722,GUADALUPE,GUADALUPE,LA CANTERA
366,3201700010723,GUADALUPE,GUADALUPE,LA CANTERA
367,3201700010724,GUADALUPE,GUADALUPE,CA•ADA LA BUFA
368,3201700010725,GUADALUPE,GUADALUPE,CA•ADA DEL SOL
369,3201700010726,GUADALUPE,GUADALUPE,M‡DULO SOCIAL EL CARMEN
370,3201700010727,GUADALUPE,GUADALUPE,ZONA CENTRO
371,3201700010728,GUADALUPE,GUADALUPE,EL DORADO
372,3201700010729,GUADALUPE,GUADALUPE,FSTSE LA CONDESA
373,3201700010730,GUADALUPE,GUADALUPE,LOS CONVENTOS II
374,3201700010731,GUADALUPE,GUADALUPE,LOS CONVENTOS
375,3201700010732,GUADALUPE,GUADALUPE,LAS CULTURAS AC
376,3201700010733,GUADALUPE,GUADALUPE,DEPENDENCIAS FEDERALES
377,3201700010734,GUADALUPE,GUADALUPE,DEL AGUA
378,3201700010735,GUADALUPE,GUADALUPE,POPULAR DEL BOSQUE
379,3201700010736,GUADALUPE,GUADALUPE,DIVISI‡N DEL NORTE
380,3201700010738,GUADALUPE,GUADALUPE,EJIDAL
381,3201700010739,GUADALUPE,GUADALUPE,EMILIANO ZAPATA
382,3201700010740,GUADALUPE,GUADALUPE,ESCRITORES
383,3201700010741,GUADALUPE,GUADALUPE,LA ESTACI‡N
384,3201700010742,GUADALUPE,GUADALUPE,EX-HACIENDA DE BERNµRDEZ
